Year,WHO region,Country,Alcohol type,Numeric
1980,Africa,Niger,Spirits,0.05
1992,Africa,Burundi,Beer,1.8
1986,Americas,Trinidad and Tobago,Spirits,3.07
1990,South-East Asia,Indonesia,Beer,0.04
1996,Americas,Venezuela (Bolivarian Republic of),All types,8.41
1989,Europe,Portugal,Other alcoholic beverages,0.72
1989,Americas,Haiti,Beer,0.03
1988,Africa,Benin,Beer,0.8
1988,Africa,Lesotho,All types,2.19
1998,Europe,Austria,Spirits,1.8
1985,Africa,Sierra Leone,Beer,0.15
1997,Americas,Dominican Republic,Spirits,3.52
1999,Eastern Mediterranean,Somalia,Beer,0
1983,Western Pacific,Japan,Wine,0.09
1995,Africa,Algeria,All types,0.29
1984,Africa,Ghana,Other alcoholic beverages,1.07
1989,Africa,Central African Republic,Other alcoholic beverages,1.17
1986,Africa,Angola,All types,1.69
1994,Europe,Luxembourg,Wine,5.75
1994,Africa,Botswana,All types,3.47
1995,Africa,Guinea-Bissau,Spirits,0.72
1980,Americas,Venezuela (Bolivarian Republic of),Beer,5.57
1995,Europe,Albania,All types,2.87
1998,Africa,Kenya,Spirits,0.61
1982,Eastern Mediterranean,Jordan,Beer,0.24
1998,Africa,United Republic of Tanzania,Spirits,0.09
1987,Africa,Namibia,Other alcoholic beverages,0.25
1993,Europe,Armenia,Other alcoholic beverages,0.01
1990,Eastern Mediterranean,Jordan,Beer,0.18
1995,Africa,Gabon,Spirits,0.73
1980,Americas,United States of America,Spirits,3.94
1996,Western Pacific,Brunei Darussalam,Other alcoholic beverages,0.4
1993,Africa,South Africa,Other alcoholic beverages,1.49
1991,Americas,Chile,Wine,3.8
1994,Americas,Guatemala,Spirits,0.98
1987,Africa,Nigeria,Wine,0.01
1983,Americas,Bahamas,Beer,4.35
1994,Africa,Sao Tome and Principe,Other alcoholic beverages,0
1981,Eastern Mediterranean,Qatar,Other alcoholic beverages,0
1984,Africa,Cameroon,Wine,0.08
1996,Africa,Congo,Other alcoholic beverages,0
1995,Africa,Equatorial Guinea,Beer,1.64
1981,Europe,Turkey,Beer,0.56
1994,Western Pacific,Kiribati,Beer,0.48
1989,Americas,Cuba,Wine,0.05
1989,Africa,Swaziland,All types,6.68
1983,Western Pacific,Singapore,Spirits,1.04
1987,Western Pacific,New Zealand,Beer,7.98
1992,Western Pacific,Lao People's Democratic Republic,Other alcoholic beverages,0
1980,Africa,Kenya,Beer,1.91
1997,Western Pacific,Tuvalu,All types,0.82
1993,Western Pacific,Singapore,Beer,1.18
1999,Americas,Venezuela (Bolivarian Republic of),All types,7.3
1990,Africa,Côte d'Ivoire,All types,4.25
1987,Eastern Mediterranean,Kuwait,All types,0
1994,Europe,The former Yugoslav republic of Macedonia,Spirits,3.46
1988,Eastern Mediterranean,Morocco,Other alcoholic beverages,0
1983,Europe,Belgium,All types,13.55
1994,Africa,Mauritius,All types,2.79
1990,Africa,Mozambique,Wine,0.02
1984,Europe,Hungary,Other alcoholic beverages,
1996,Americas,Canada,Beer,4.33
1984,Western Pacific,Viet Nam,All types,0.17
1990,Africa,Chad,Beer,0.19
1990,Europe,France,All types,15.73
1983,Europe,Luxembourg,All types,16.61
1982,Africa,Niger,Wine,0.06
1996,Americas,El Salvador,Beer,1.32
1995,Americas,Ecuador,All types,2.3
1999,Eastern Mediterranean,Saudi Arabia,Spirits,0
1989,Europe,Croatia,Wine,5.1
1987,South-East Asia,Democratic People's Republic of Korea,Wine,0
1995,Africa,Comoros,Beer,0.02
1996,Africa,Chad,Wine,0.25
1986,Africa,Zimbabwe,Spirits,5.57
1996,Americas,Dominican Republic,Beer,1.95
1980,Americas,Honduras,Spirits,1.6
1999,Europe,Germany,Wine,3
1980,Africa,Democratic Republic of the Congo,Spirits,0
1994,Africa,Gambia,Beer,0.05
1984,Americas,Jamaica,Wine,0
1989,Africa,Guinea,Wine,0.04
1989,Americas,Ecuador,Beer,1.59
1987,Africa,Eritrea,Spirits,0
1988,Africa,Algeria,All types,0.42
1997,Europe,Turkey,Other alcoholic beverages,0
1990,Europe,Azerbaijan,Wine,2.92
1992,South-East Asia,Thailand,All types,5.03
1995,Americas,Saint Lucia,Spirits,7.92
1999,Europe,Norway,Beer,2.84
1989,Africa,Mauritania,All types,0.03
1995,South-East Asia,Bangladesh,Other alcoholic beverages,0
1998,Europe,Russian Federation,Spirits,7.44
1982,Africa,Burkina Faso,Beer,0.32
1989,Europe,Russian Federation,All types,5.35
1997,Africa,Comoros,Spirits,0.03
1991,Europe,Austria,All types,14.1
1994,Americas,Honduras,Beer,1.23
1989,Eastern Mediterranean,Qatar,Wine,0
1980,Africa,Angola,Spirits,0.21
1992,Western Pacific,Fiji,Beer,1.91
1990,Western Pacific,Fiji,All types,2.35
1995,Eastern Mediterranean,Qatar,Spirits,0.77
1987,Europe,Slovakia,Other alcoholic beverages,0
1993,Western Pacific,New Zealand,All types,10.43
1988,Americas,Panama,All types,4.24
1999,South-East Asia,Nepal,Wine,0
1986,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1987,Western Pacific,Malaysia,All types,0.64
1994,Africa,Sierra Leone,Beer,0.08
1999,South-East Asia,Bangladesh,Other alcoholic beverages,0
1990,Africa,Equatorial Guinea,All types,3.17
1995,Eastern Mediterranean,Pakistan,Spirits,0
1991,Europe,Bosnia and Herzegovina,Other alcoholic beverages,
1988,Africa,Mali,Other alcoholic beverages,0.61
1997,Africa,Côte d'Ivoire,Spirits,0.05
1997,Europe,Lithuania,Beer,2.5
1996,Africa,Guinea-Bissau,Beer,0.23
1993,Western Pacific,Samoa,Beer,2.96
1983,Europe,Slovenia,Wine,10.04
1997,Americas,Grenada,Spirits,3.75
1995,Africa,Democratic Republic of the Congo,All types,2
1984,Americas,Suriname,Beer,2.95
1998,Americas,Saint Vincent and the Grenadines,Beer,0.56
1985,Western Pacific,Philippines,Other alcoholic beverages,0.12
1997,Europe,Luxembourg,All types,13.03
1998,Europe,Netherlands,Beer,5.05
1983,Africa,Swaziland,Spirits,1.07
1993,Eastern Mediterranean,Jordan,Wine,0
1981,Europe,Slovenia,Spirits,3.91
1981,Africa,Mauritius,Beer,0.93
1998,Eastern Mediterranean,Yemen,Beer,0.1
1987,Africa,Algeria,Beer,0.17
1999,Western Pacific,China,Spirits,4.05
1997,Africa,Kenya,All types,1.91
1983,Americas,Mexico,Other alcoholic beverages,0
1982,Western Pacific,Micronesia (Federated States of),All types,0
1981,Western Pacific,Australia,All types,13.46
1998,Africa,Nigeria,All types,10.31
1983,Americas,Panama,Other alcoholic beverages,0.01
1995,Europe,Russian Federation,Other alcoholic beverages,0
1980,Americas,Saint Lucia,Spirits,4.61
1984,Eastern Mediterranean,Yemen,Beer,0.15
1980,Eastern Mediterranean,Egypt,All types,0.35
1998,Africa,Equatorial Guinea,Wine,0.72
1989,Eastern Mediterranean,Sudan,Wine,0
1982,Western Pacific,Fiji,Other alcoholic beverages,
1988,Africa,Uganda,Spirits,0.19
1996,Europe,Lithuania,All types,7.13
1999,Europe,Czech Republic,Wine,2.16
1987,Europe,Russian Federation,All types,4.59
1988,Africa,Uganda,Wine,0
1996,Africa,Gabon,Wine,1.93
1993,Americas,Chile,Other alcoholic beverages,0
1981,Africa,Madagascar,Spirits,1.25
1985,Americas,Colombia,Other alcoholic beverages,0
1995,Europe,Czech Republic,Other alcoholic beverages,
1996,Africa,Mauritius,Spirits,0.79
1984,Eastern Mediterranean,Yemen,Wine,0
1984,Eastern Mediterranean,Kuwait,Other alcoholic beverages,
1999,Africa,Burundi,Beer,1.45
1995,Europe,Greece,All types,10.09
1994,Europe,Bulgaria,Other alcoholic beverages,0
1993,Africa,Rwanda,All types,6.96
1982,Eastern Mediterranean,Oman,All types,0.23
1990,Africa,Sierra Leone,Other alcoholic beverages,4.08
1984,Americas,Cuba,Spirits,2.06
1997,Europe,Austria,Wine,4.2
1985,Europe,Bulgaria,All types,10.92
1989,Europe,Albania,Spirits,0.75
1992,Americas,Uruguay,Wine,3.75
1996,Africa,South Africa,Beer,4.31
1993,Europe,Netherlands,Beer,4.92
1986,Africa,Nigeria,Spirits,0
1996,Americas,Saint Lucia,All types,10.85
1995,Eastern Mediterranean,United Arab Emirates,Spirits,2.56
1999,South-East Asia,Nepal,Other alcoholic beverages,0
1995,Africa,Mauritania,Spirits,0
1989,Africa,Cabo Verde,Wine,1.69
1981,Africa,Senegal,Other alcoholic beverages,0
1986,Eastern Mediterranean,Libya,Other alcoholic beverages,0
1989,Western Pacific,New Zealand,Other alcoholic beverages,0.03
1982,Eastern Mediterranean,Lebanon,Other alcoholic beverages,0
1982,Africa,Nigeria,All types,8.51
1994,Eastern Mediterranean,Saudi Arabia,Spirits,0
1995,Europe,Belarus,Other alcoholic beverages,0.71
1983,Europe,Hungary,All types,16.39
1988,Europe,Spain,Other alcoholic beverages,0
1989,Africa,Namibia,Beer,0
1994,Europe,Slovakia,Beer,6.08
1996,Africa,Sao Tome and Principe,All types,5.35
1984,South-East Asia,India,Beer,0.02
1982,Europe,Netherlands,Other alcoholic beverages,0
1983,Africa,Congo,Other alcoholic beverages,3.36
1997,Africa,Ghana,Other alcoholic beverages,1.26
1995,Americas,Dominica,Wine,0.83
1983,Americas,Guyana,Beer,0.88
1999,Europe,Italy,Spirits,0.58
1995,Europe,Kyrgyzstan,Other alcoholic beverages,0.04
1995,Americas,Colombia,Other alcoholic beverages,0
1992,Americas,Venezuela (Bolivarian Republic of),All types,9.47
1988,Eastern Mediterranean,Lebanon,Other alcoholic beverages,0
1993,Europe,Poland,Beer,2.16
1991,Western Pacific,Tuvalu,Beer,1.51
1984,Western Pacific,Japan,Other alcoholic beverages,1.65
1994,Europe,Spain,Spirits,3.02
1994,Africa,Mozambique,Wine,0.11
1993,Western Pacific,Vanuatu,Beer,0.4
1986,Americas,Ecuador,Spirits,1.08
1996,Eastern Mediterranean,Tunisia,Wine,0.41
1997,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1996,Western Pacific,Vanuatu,Beer,0.18
1989,Europe,Spain,Wine,5.33
1986,Africa,Malawi,All types,1.36
1985,Americas,Colombia,Wine,0.16
1994,Europe,Kazakhstan,Other alcoholic beverages,0.01
1988,Europe,United Kingdom of Great Britain and Northern Ireland,Wine,1.72
1991,Africa,Senegal,Wine,0.13
1998,Africa,Zimbabwe,Other alcoholic beverages,0.87
1986,Americas,El Salvador,Wine,0.02
1991,Americas,Colombia,Wine,0.1
1989,Americas,Suriname,Other alcoholic beverages,0
1999,Americas,Peru,Wine,0.13
1980,Africa,Botswana,Beer,1.51
1985,Eastern Mediterranean,Afghanistan,All types,0
1999,Americas,Mexico,Beer,3.79
1996,Europe,Ireland,Other alcoholic beverages,
1991,Eastern Mediterranean,Jordan,Beer,0.13
1988,South-East Asia,Thailand,Beer,0.17
1980,Africa,Senegal,All types,0.67
1999,Africa,Nigeria,Other alcoholic beverages,9.56
1985,South-East Asia,Bhutan,All types,0.5
1982,South-East Asia,India,Other alcoholic beverages,0
1982,Africa,Gambia,Other alcoholic beverages,1.27
1984,Europe,Romania,Wine,4.11
1986,Europe,Finland,Wine,0.88
1982,Africa,Burundi,Spirits,0.01
1992,Africa,Niger,Wine,0.01
1984,Africa,Burkina Faso,Spirits,0.03
1988,Africa,Mali,All types,0.67
1994,Americas,Antigua and Barbuda,Wine,0.93
1996,Europe,Armenia,Wine,0.43
1999,Europe,Albania,Beer,0.83
1993,Western Pacific,Malaysia,Spirits,0.16
1985,Eastern Mediterranean,Iraq,Other alcoholic beverages,0
1992,Europe,Czech Republic,All types,14.28
1984,Africa,Central African Republic,Wine,0.46
1986,Africa,Senegal,Beer,0.2
1993,Africa,Equatorial Guinea,Wine,4.37
1996,Western Pacific,Singapore,Spirits,0.62
1981,Western Pacific,Viet Nam,Other alcoholic beverages,
1997,Africa,Uganda,Other alcoholic beverages,7.14
1998,Europe,Latvia,Other alcoholic beverages,0
1990,Americas,United States of America,All types,9.24
1986,Africa,Nigeria,Beer,1.3
1989,Africa,Angola,Wine,0.82
1995,South-East Asia,Myanmar,Spirits,0.16
1987,Africa,Lesotho,Other alcoholic beverages,0.92
1985,Eastern Mediterranean,Tunisia,All types,1.16
1988,Eastern Mediterranean,United Arab Emirates,Other alcoholic beverages,0
1984,Europe,Poland,Spirits,5.32
1989,Americas,Colombia,Wine,0.12
1984,Americas,Brazil,Other alcoholic beverages,0
1988,Europe,Ireland,Other alcoholic beverages,0.69
1998,South-East Asia,Nepal,Wine,0
1988,Western Pacific,Viet Nam,Other alcoholic beverages,
1987,Americas,Guyana,Spirits,6.67
1990,Europe,Germany,Other alcoholic beverages,
1998,South-East Asia,Indonesia,Wine,0
1998,Africa,Gabon,Beer,5.54
1989,Americas,Uruguay,Other alcoholic beverages,0.24
1987,Europe,Israel,Spirits,0.74
1984,Europe,Ukraine,Beer,1.83
1996,Europe,Bosnia and Herzegovina,Beer,1.46
1997,Africa,Cabo Verde,Spirits,0.34
1984,Europe,Bulgaria,Beer,4.05
1996,Americas,Brazil,Beer,3.4
1999,Eastern Mediterranean,Lebanon,Wine,0.76
1996,Africa,Comoros,All types,0.06
1988,Americas,Uruguay,Wine,3.73
1985,Western Pacific,Republic of Korea,Spirits,1.94
1994,Africa,Equatorial Guinea,Wine,1.37
1988,Americas,Panama,Beer,2.66
1998,Africa,Cameroon,Spirits,0.01
1996,Americas,Suriname,Wine,0.04
1998,South-East Asia,Nepal,Beer,0.08
1990,Africa,Guinea-Bissau,All types,2.88
1997,Americas,Barbados,Wine,0.46
1981,Africa,Madagascar,Beer,0.18
1999,Europe,Bulgaria,Spirits,2.85
1985,Europe,Turkey,Beer,0.32
1985,Western Pacific,Papua New Guinea,All types,1.31
1997,Americas,Venezuela (Bolivarian Republic of),Other alcoholic beverages,
1989,Africa,Côte d'Ivoire,Wine,0.86
1985,Americas,Peru,All types,5.1
1988,Africa,Mauritius,Beer,1.64
1983,Africa,Swaziland,Other alcoholic beverages,3.9
1993,Eastern Mediterranean,Syrian Arab Republic,Other alcoholic beverages,0
1998,Europe,Azerbaijan,Beer,0.06
1980,Africa,Lesotho,Beer,1.43
1997,Europe,Georgia,Wine,2.14
1992,Europe,Uzbekistan,Beer,0.32
1990,South-East Asia,Timor-Leste,Wine,0.07
1980,Western Pacific,Brunei Darussalam,Beer,1.7
1988,Europe,Israel,Beer,0.95
1990,Africa,Guinea,All types,0.16
1998,Americas,Argentina,Beer,2.44
1989,Europe,Sweden,Spirits,2.25
1984,Europe,Malta,Wine,1.26
1999,Americas,Bolivia (Plurinational State of),Beer,2.2
1988,Eastern Mediterranean,Libya,Beer,0
1989,Eastern Mediterranean,Pakistan,Wine,0
1984,Western Pacific,Republic of Korea,Spirits,2.09
1995,Africa,Zimbabwe,All types,4.34
1983,Americas,Guyana,Other alcoholic beverages,0
1995,Europe,San Marino,Spirits,
1998,Europe,Poland,Wine,1.9
1984,Africa,Chad,Spirits,0.01
1987,South-East Asia,Sri Lanka,All types,0.18
1997,Americas,Ecuador,Other alcoholic beverages,
1995,Western Pacific,Mongolia,Wine,0
1998,Eastern Mediterranean,United Arab Emirates,All types,2.54
1997,Africa,Congo,All types,1.73
1993,Africa,Togo,Other alcoholic beverages,0.69
1997,Europe,Ukraine,All types,3.98
1997,Americas,Panama,Spirits,2.16
1992,Africa,Gabon,Spirits,0.69
1987,Eastern Mediterranean,Somalia,Wine,0
1986,Europe,Germany,Other alcoholic beverages,
1986,Africa,Côte d'Ivoire,Wine,1.26
1993,Africa,Chad,Beer,0.15
1993,Eastern Mediterranean,Pakistan,All types,0.03
1984,Africa,Mali,Beer,0.01
1992,Americas,Antigua and Barbuda,Wine,1.12
1983,Europe,Netherlands,Beer,5.52
1995,Western Pacific,New Zealand,Other alcoholic beverages,0.02
1985,Americas,Venezuela (Bolivarian Republic of),Wine,0.14
1994,Europe,Croatia,Spirits,2.22
1999,Africa,Zambia,All types,3.1
1985,South-East Asia,Indonesia,Wine,0
1992,Africa,Lesotho,Spirits,0.44
1998,Americas,Colombia,Spirits,2.53
1994,Europe,Uzbekistan,Beer,0.31
1983,Europe,Austria,Beer,6.8
1989,Africa,Kenya,Other alcoholic beverages,0.6
1992,Africa,Togo,Other alcoholic beverages,0.46
1986,Eastern Mediterranean,Lebanon,All types,4.12
1993,Western Pacific,Niue,Spirits,2.26
1987,Africa,Mali,Spirits,0
1988,Western Pacific,Republic of Korea,Beer,1.51
1992,Europe,Albania,Other alcoholic beverages,0
1988,Europe,Russian Federation,All types,5.19
1992,Americas,Trinidad and Tobago,Beer,2.56
1987,Americas,Saint Lucia,Other alcoholic beverages,0.12
1997,South-East Asia,Timor-Leste,Spirits,0.04
1982,Africa,Congo,Wine,0.01
1983,Africa,Benin,Beer,0.8
1991,Americas,Peru,Beer,2.08
1993,Americas,Grenada,Beer,1.2
1992,Europe,Portugal,Spirits,0.85
1990,Africa,Burkina Faso,Spirits,0.01
1992,Western Pacific,Fiji,Spirits,0.13
1987,Western Pacific,Viet Nam,Beer,0.11
1997,Africa,Gabon,Wine,2.25
1986,Europe,Netherlands,All types,10.62
1982,Africa,Swaziland,Other alcoholic beverages,3.16
1991,Africa,Sierra Leone,Wine,0
1995,Europe,Latvia,Wine,1.01
1997,Europe,Ukraine,Beer,0.78
1996,Africa,Angola,Wine,0.49
1982,Americas,Dominican Republic,Beer,1.46
1997,Eastern Mediterranean,Jordan,Wine,0.01
1988,Europe,Croatia,Beer,3.13
1981,Americas,Jamaica,Beer,1.85
1994,Eastern Mediterranean,United Arab Emirates,All types,3.53
1991,Europe,France,All types,14.85
1984,Africa,Madagascar,Other alcoholic beverages,
1989,Africa,Senegal,All types,0.61
1998,Americas,Costa Rica,Wine,0.16
1989,Europe,Romania,Beer,3.34
1983,Africa,Guinea,Spirits,0
1990,Africa,Mozambique,Beer,0.25
1990,Americas,Trinidad and Tobago,All types,5.97
1986,Americas,Cuba,Wine,0.04
1982,Americas,Antigua and Barbuda,Other alcoholic beverages,0
1992,Americas,Chile,All types,7.82
1991,Africa,Ethiopia,Beer,0.49
1998,Western Pacific,Micronesia (Federated States of),Other alcoholic beverages,0
1994,Western Pacific,Cook Islands,Other alcoholic beverages,
1997,Europe,Latvia,All types,8.36
1994,Africa,Namibia,Spirits,0
1999,Europe,Tajikistan,Other alcoholic beverages,
1992,Americas,Honduras,Beer,1.27
1998,Europe,Armenia,Beer,0.3
1990,Western Pacific,Niue,Wine,0
1996,Americas,Saint Kitts and Nevis,Spirits,2.81
1981,Americas,Costa Rica,Other alcoholic beverages,0
1997,Americas,Belize,Wine,0.07
1985,Europe,Hungary,Wine,3.81
1994,Europe,France,Beer,2.45
1999,Europe,Sweden,Beer,3.65
1995,South-East Asia,Indonesia,Wine,0
1993,Americas,Guyana,Beer,1.36
1980,South-East Asia,India,Wine,0
1997,South-East Asia,India,Other alcoholic beverages,0
1998,Western Pacific,New Zealand,Wine,2.42
1995,Americas,Grenada,Spirits,3.95
1981,Eastern Mediterranean,Saudi Arabia,Wine,0
1989,Africa,Gabon,All types,9.34
1982,Europe,Hungary,Wine,4.91
1983,Africa,Cabo Verde,All types,2.11
1999,Americas,Jamaica,Beer,1.58
1999,Europe,Denmark,All types,11.62
1980,Eastern Mediterranean,Egypt,Wine,0.01
1996,Western Pacific,Viet Nam,Spirits,0.02
1980,Western Pacific,Micronesia (Federated States of),Spirits,0
1983,Africa,Botswana,Other alcoholic beverages,1.18
1986,Europe,Czech Republic,All types,13.01
1981,Europe,Malta,All types,5.24
1982,Africa,Côte d'Ivoire,Other alcoholic beverages,1.08
1998,Western Pacific,Solomon Islands,Spirits,0.04
1999,Europe,Belarus,Wine,0.83
1999,Western Pacific,Cambodia,Spirits,1.67
1982,Africa,Senegal,Wine,0.31
1997,Eastern Mediterranean,Syrian Arab Republic,All types,0.75
1997,Western Pacific,Marshall Islands,Spirits,
1990,Americas,Dominican Republic,Beer,1.5
1993,Eastern Mediterranean,Tunisia,Spirits,0
1988,Europe,Iceland,Beer,1.07
1991,Africa,Côte d'Ivoire,Beer,0.87
1982,Africa,Niger,Other alcoholic beverages,0
1993,Americas,Saint Kitts and Nevis,All types,4.62
1980,Eastern Mediterranean,Qatar,Beer,0.12
1999,Europe,Poland,Wine,1.86
1993,Europe,Israel,All types,2.18
1984,South-East Asia,Bangladesh,All types,0
1999,Western Pacific,Australia,All types,9.88
1981,Americas,United States of America,Beer,5.26
1995,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.13
1985,Western Pacific,Lao People's Democratic Republic,Wine,0
1999,Africa,Mozambique,Spirits,0.6
1995,Africa,Comoros,All types,0.11
1995,Americas,Trinidad and Tobago,Beer,0.76
1991,Europe,Sweden,Wine,1.66
1982,Africa,Sierra Leone,Other alcoholic beverages,4.32
1998,South-East Asia,Sri Lanka,All types,0.22
1982,Americas,Chile,Other alcoholic beverages,0
1995,Americas,Saint Vincent and the Grenadines,Wine,0.15
1980,Africa,Algeria,Wine,0.19
1990,Africa,United Republic of Tanzania,Spirits,0.14
1992,Americas,United States of America,All types,8.71
1984,Europe,Latvia,Other alcoholic beverages,0.25
1991,Europe,San Marino,Spirits,
1987,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1981,Americas,Canada,Spirits,4.02
1994,Western Pacific,Tuvalu,Beer,1.23
1982,Africa,Chad,All types,0.32
1990,Europe,Hungary,Beer,6.59
1999,Americas,Colombia,Beer,3.7
1991,Africa,Uganda,Beer,0.1
1999,Americas,Suriname,Other alcoholic beverages,0
1982,Europe,Romania,Other alcoholic beverages,
1990,Europe,Israel,Other alcoholic beverages,0.04
1997,South-East Asia,Thailand,Spirits,4.93
1986,Africa,Cameroon,Other alcoholic beverages,3.96
1991,Americas,Mexico,All types,4.84
1989,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1990,Eastern Mediterranean,Afghanistan,Wine,0
1993,Africa,Nigeria,All types,8.97
1985,Africa,Benin,Wine,0.07
1981,Africa,Cameroon,Beer,1.99
1981,Africa,Benin,Spirits,1.18
1991,Eastern Mediterranean,Pakistan,Other alcoholic beverages,0.01
1982,Western Pacific,Papua New Guinea,Wine,0.05
1993,Africa,United Republic of Tanzania,Wine,0
1992,Americas,Dominican Republic,Wine,0.04
1991,Africa,Namibia,Spirits,0
1993,Western Pacific,Vanuatu,Wine,0.36
1993,Western Pacific,Japan,Beer,3.31
1996,Africa,Algeria,Other alcoholic beverages,0
1999,Americas,Peru,All types,4.05
1995,Africa,Angola,Wine,0.56
1988,Americas,Bolivia (Plurinational State of),Wine,0.09
1997,Americas,United States of America,All types,8.1
1996,Europe,Croatia,All types,11.1
1995,Africa,Cameroon,Other alcoholic beverages,1.47
1995,Americas,Argentina,Wine,6.76
1997,Eastern Mediterranean,Saudi Arabia,Other alcoholic beverages,0
1985,South-East Asia,Nepal,Wine,0
1997,Africa,Gabon,Other alcoholic beverages,
